id,name,region,height,weight,base_experience,types,abilities,moves,location_area_encounters,held_items,base_happiness,color,capture_rate,evolves_from,is_baby,is_mythical,is_legendary,hp,attack,defense,special-attack,special-defense,speed
107,hitmonchan,kanto,14,502,159,['fighting'],"['keen-eye', 'iron-fist', 'inner-focus']","['comet-punch', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'leer', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'metronome', 'swift', 'skull-bash', 'high-jump-kick', 'dizzy-punch', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'mach-punch', 'scary-face', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'baton-pass', 'encore', 'pursuit', 'rapid-spin', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'fake-out', 'uproar', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'sky-uppercut', 'bulk-up', 'covet', 'natural-gift', 'feint', 'close-combat', 'fling', 'aura-sphere', 'poison-jab', 'drain-punch', 'vacuum-wave', 'focus-blast', 'giga-impact', 'bullet-punch', 'rock-climb', 'stone-edge', 'captivate', 'low-sweep', 'round', 'quick-guard', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'coaching', 'tera-blast', 'trailblaze', 'upper-hand']",['saffron-city-fighting-dojo'],Não encontrado.,50.0,brown,45,tyrogue,False,False,False,50,105,79,35,110,76
110,weezing,kanto,12,95,172,['poison'],"['levitate', 'neutralizing-gas', 'stench']","['headbutt', 'tackle', 'body-slam', 'take-down', 'flamethrower', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'smokescreen', 'haze', 'bide', 'self-destruct', 'smog', 'sludge', 'fire-blast', 'poison-gas', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'secret-power', 'shock-wave', 'gyro-ball', 'natural-gift', 'payback', 'assurance', 'toxic-spikes', 'dark-pulse', 'giga-impact', 'gunk-shot', 'captivate', 'double-hit', 'venoshock', 'sludge-wave', 'acid-spray', 'round', 'clear-smog', 'incinerate', 'belch', 'confide', 'venom-drench', 'infestation', 'corrosive-gas', 'tera-blast']","['stark-mountain-area', 'stark-mountain-entrance', 'stark-mountain-inside', 'sinnoh-route-227-area', 'burned-tower-b1f', 'pokemon-mansion-1f', 'pokemon-mansion-2f', 'pokemon-mansion-3f', 'pokemon-mansion-b1f', 'p2-laboratory-area', 'johto-safari-zone-zone-marshland']",['smoke-ball'],50.0,purple,60,koffing,False,False,False,65,90,120,85,70,60
112,rhydon,kanto,19,1200,170,"['ground', 'rock']","['lightning-rod', 'rock-head', 'reckless']","['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'cut', 'stomp', 'mega-kick', 'sand-attack', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'roar', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'rock-throw', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'megahorn', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'endeavor', 'secret-power', 'rock-tomb', 'iron-defense', 'block', 'mud-shot', 'rock-blast', 'shock-wave', 'hammer-arm', 'natural-gift', 'metal-burst', 'payback', 'fling', 'rock-polish', 'poison-jab', 'aqua-tail', 'dragon-pulse', 'dragon-rush', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'thunder-fang', 'ice-fang', 'fire-fang', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'guard-split', 'smack-down', 'heavy-slam', 'round', 'chip-away', 'incinerate', 'bulldoze', 'dragon-tail', 'drill-run', 'heat-crash', 'confide', 'power-up-punch', 'high-horsepower', 'smart-strike', 'brutal-swing', 'stomping-tantrum', 'body-press', 'breaking-swipe', 'meteor-beam', 'scorching-sands', 'tera-blast', 'supercell-slam']","['sinnoh-victory-road-1f', 'stark-mountain-area', 'stark-mountain-entrance', 'stark-mountain-inside', 'sinnoh-route-227-area', 'sinnoh-route-228-area', 'kanto-victory-road-1-1f', 'kanto-victory-road-1-2f', 'kanto-victory-road-1-3f', 'cerulean-cave-2f', 'cerulean-cave-b1f']",Não encontrado.,50.0,gray,60,rhyhorn,False,False,False,105,130,120,45,45,40
113,chansey,kanto,11,346,395,['normal'],"['natural-cure', 'serene-grace', 'healer']","['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'egg-bomb', 'fire-blast', 'swift', 'skull-bash', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'sandstorm', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'hail', 'facade', 'focus-punch', 'helping-hand', 'recycle', 'brick-break', 'endeavor', 'skill-swap', 'refresh', 'snatch', 'secret-power', 'hyper-voice', 'aromatherapy', 'rock-tomb', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'healing-wish', 'natural-gift', 'fling', 'copycat', 'last-resort', 'drain-punch', 'focus-blast', 'giga-impact', 'mud-bomb', 'zen-headbutt', 'rock-climb', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'telekinesis', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'incinerate', 'retaliate', 'bestow', 'bulldoze', 'work-up', 'wild-charge', 'disarming-voice', 'draining-kiss', 'fairy-wind', 'confide', 'electric-terrain', 'dazzling-gleam', 'baby-doll-eyes', 'power-up-punch', 'laser-focus', 'stomping-tantrum', 'life-dew', 'tera-blast', 'snowscape', 'trailblaze', 'chilling-water']","['sinnoh-route-209-area', 'sinnoh-route-210-south-towards-solaceon-town', 'kanto-route-13-area', 'kanto-route-14-area', 'kanto-route-15-area', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'alola-route-12-area', 'blush-mountain-area', 'mount-hokulani-main', 'poni-grove-area', 'poni-plains-center']","['oval-stone', 'lucky-egg', 'lucky-punch']",140.0,pink,30,happiny,False,False,False,250,5,5,35,105,50
117,seadra,kanto,12,250,154,['water'],"['poison-point', 'sniper', 'damp']","['headbutt', 'take-down', 'double-edge', 'leer', 'disable', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'smokescreen', 'focus-energy', 'bide', 'waterfall', 'swift', 'skull-bash', 'bubble', 'splash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'scary-face', 'icy-wind', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'weather-ball', 'signal-beam', 'muddy-water', 'bounce', 'dragon-dance', 'water-pulse', 'brine', 'natural-gift', 'dragon-pulse', 'giga-impact', 'flash-cannon', 'captivate', 'round', 'clear-smog', 'scald', 'confide', 'laser-focus', 'liquidation', 'scale-shot', 'flip-turn', 'tera-blast', 'snowscape', 'chilling-water']","['sinnoh-sea-route-226-area', 'whirl-islands-1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'seafoam-islands-b1f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'kanto-route-12-area', 'kanto-sea-route-19-area', 'kanto-sea-route-20-area', 'cinnabar-island-area', 'pallet-town-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'cerulean-cave-1f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'icefall-cave-waterfall', 'kindle-road-area', 'treasure-beach-area', 'bond-bridge-area', 'resort-gorgeous-area', 'water-labyrinth-area', 'five-isle-meadow-area', 'memorial-pillar-area', 'outcast-island-area', 'green-path-area', 'water-path-area', 'trainer-tower-area', 'tanoby-ruins-area', 'one-island-area', 'five-island-area', 'p2-laboratory-area', 'unova-route-18-area', 'unova-route-17-area', 'ambrette-town-area', 'cyllage-city-area']",['dragon-scale'],50.0,blue,75,horsea,False,False,False,55,65,95,95,45,85
119,seaking,kanto,13,390,158,['water'],"['swift-swim', 'water-veil', 'lightning-rod']","['swords-dance', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'bide', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'dive', 'signal-beam', 'muddy-water', 'bounce', 'mud-shot', 'water-sport', 'water-pulse', 'natural-gift', 'aqua-ring', 'poison-jab', 'aqua-tail', 'giga-impact', 'captivate', 'soak', 'round', 'scald', 'drill-run', 'confide', 'throat-chop', 'smart-strike', 'scale-shot', 'flip-turn']","['sendoff-spring-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-214-area', 'sinnoh-route-229-area', 'twinleaf-town-area', 'celestic-town-area', 'resort-area-area', 'union-cave-1f', 'union-cave-b1f', 'slowpoke-well-1f', 'slowpoke-well-b1f', 'johto-route-42-area', 'mt-mortar-1f', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'dark-cave-violet-city-entrance', 'dark-cave-blackthorn-city-entrance', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'mt-silver-1f', 'mt-silver-top', 'cerulean-city-area', 'fuchsia-city-area', 'kanto-route-4-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-24-area', 'kanto-route-25-area', 'tohjo-falls-area', 'cerulean-cave-1f', 'cerulean-cave-b1f', 'kanto-route-23-area', 'kanto-safari-zone-middle', 'kanto-safari-zone-area-1-east', 'kanto-safari-zone-area-2-north', 'kanto-safari-zone-area-3-west', 'hoenn-safari-zone-nwmach-bike-area', 'hoenn-safari-zone-sw', 'berry-forest-area', 'striaton-city-area', 'pinwheel-forest-inside', 'unova-route-3-area', 'unova-route-11-area', 'unova-route-14-area', 'abundant-shrine-area', 'aspertia-city-area', 'unova-route-22-area', 'kalos-route-3-area', 'kalos-route-22-area', 'parfum-palace-area', 'johto-safari-zone-zone-swamp', 'johto-safari-zone-zone-rocky-beach', 'brooklet-hill-north', 'brooklet-hill-south', 'malie-garden-area']",['mystic-water'],50.0,red,60,goldeen,False,False,False,80,92,65,65,80,68
121,starmie,kanto,11,800,182,"['water', 'psychic']","['illuminate', 'natural-cure', 'analytic']","['headbutt', 'tackle', 'take-down', 'double-edge', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'agility', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'harden', 'minimize', 'confuse-ray', 'light-screen', 'reflect', 'bide', 'waterfall', 'swift', 'skull-bash', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'hidden-power', 'twister', 'rain-dance', 'psych-up', 'whirlpool', 'hail', 'facade', 'trick', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'dive', 'cosmic-power', 'signal-beam', 'water-pulse', 'gravity', 'gyro-ball', 'brine', 'natural-gift', 'power-gem', 'giga-impact', 'avalanche', 'psycho-cut', 'flash-cannon', 'trick-room', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'round', 'ally-switch', 'scald', 'confide', 'dazzling-gleam', 'spotlight', 'expanding-force', 'meteor-beam', 'flip-turn']","['unova-route-13-area', 'undella-town-area', 'humilau-city-area', 'kalos-route-8-area', 'alola-route-7-area', 'hano-beach-area']","['stardust', 'star-piece']",50.0,purple,60,staryu,False,False,False,60,75,85,100,85,115
122,mr-mime,kanto,13,545,161,"['psychic', 'fairy']","['soundproof', 'filter', 'technician']","['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'psybeam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'meditate', 'rage', 'teleport', 'mimic', 'double-team', 'confuse-ray', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'skull-bash', 'dream-eater', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'fake-out', 'uproar', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'teeter-dance', 'tickle', 'signal-beam', 'aerial-ace', 'iron-defense', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'wake-up-slap', 'natural-gift', 'payback', 'fling', 'copycat', 'power-swap', 'guard-swap', 'sucker-punch', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wide-guard', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'stored-power', 'quick-guard', 'ally-switch', 'misty-terrain', 'confide', 'mystical-fire', 'dazzling-gleam', 'infestation', 'power-up-punch', 'psychic-terrain', 'expanding-force']","['sinnoh-route-218-area', 'sinnoh-route-222-area', 'kanto-sea-route-21-area', 'reflection-cave-unknown-area-305', 'reflection-cave-unknown-area-306', 'reflection-cave-unknown-area-307', 'reflection-cave-unknown-area-308', 'johto-safari-zone-zone-forest', 'hauoli-city-shopping-district', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']",['leppa-berry'],50.0,pink,45,mime-jr,False,False,False,40,45,65,100,120,90
124,jynx,kanto,14,406,159,"['ice', 'psychic']","['oblivious', 'forewarn', 'dry-skin']","['pound', 'double-slap', 'mega-punch', 'ice-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'sing', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'metronome', 'lick', 'skull-bash', 'dream-eater', 'lovely-kiss', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'powder-snow', 'protect', 'sweet-kiss', 'mud-slap', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'dynamic-punch', 'encore', 'sweet-scent', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'secret-power', 'hyper-voice', 'fake-tears', 'signal-beam', 'icicle-spear', 'covet', 'calm-mind', 'water-pulse', 'wake-up-slap', 'natural-gift', 'payback', 'fling', 'wring-out', 'copycat', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'avalanche', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'frost-breath', 'heart-stamp', 'draining-kiss', 'confide', 'power-up-punch', 'psychic-terrain', 'aurora-veil', 'expanding-force', 'triple-axel']","['snowpoint-temple-b1f', 'snowpoint-temple-b2f', 'snowpoint-temple-b3f', 'snowpoint-temple-b4f', 'snowpoint-temple-b5f', 'ice-path-1f', 'ice-path-b1f', 'ice-path-b2f', 'ice-path-b3f', 'seafoam-islands-b4f', 'giant-chasm-area', 'giant-chasm-forest-cave', 'frost-cavern-unknown-area-314', 'frost-cavern-unknown-area-315', 'frost-cavern-unknown-area-316', 'frost-cavern-unknown-area-317', 'seaward-cave-area', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']",['aspear-berry'],50.0,red,45,smoochum,False,False,False,65,50,35,115,95,95
125,electabuzz,kanto,11,300,172,['electric'],"['static', 'vital-spirit']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'quick-attack', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'skull-bash', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'cross-chop', 'rain-dance', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'follow-me', 'charge', 'taunt', 'helping-hand', 'brick-break', 'knock-off', 'secret-power', 'metal-sound', 'signal-beam', 'bulk-up', 'covet', 'shock-wave', 'hammer-arm', 'natural-gift', 'feint', 'fling', 'magnet-rise', 'focus-blast', 'giga-impact', 'rock-climb', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'low-sweep', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'dual-chop', 'confide', 'eerie-impulse', 'electric-terrain', 'power-up-punch', 'rising-voltage', 'tera-blast', 'trailblaze', 'supercell-slam']","['sinnoh-route-222-area', 'kanto-route-10-area', 'power-plant-area', 'alola-route-12-area', 'blush-mountain-area', 'mount-hokulani-west']",['electirizer'],50.0,yellow,45,elekid,False,False,False,65,83,57,95,85,105
126,magmar,kanto,13,445,173,['fire'],"['flame-body', 'vital-spirit']","['mega-punch', 'fire-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'leer', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'fire-spin', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'smokescreen', 'confuse-ray', 'focus-energy', 'bide', 'metronome', 'smog', 'fire-blast', 'skull-bash', 'poison-gas', 'psywave', 'rest', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'protect', 'mach-punch', 'scary-face', 'feint-attack', 'belly-drum', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'cross-chop', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'follow-me', 'taunt', 'helping-hand', 'brick-break', 'knock-off', 'secret-power', 'overheat', 'covet', 'natural-gift', 'fling', 'power-swap', 'flare-blitz', 'poison-jab', 'focus-blast', 'giga-impact', 'rock-climb', 'lava-plume', 'captivate', 'flame-burst', 'flame-charge', 'low-sweep', 'acid-spray', 'round', 'clear-smog', 'incinerate', 'dual-chop', 'heat-crash', 'belch', 'confide', 'power-up-punch', 'burning-jealousy', 'scorching-sands', 'tera-blast', 'temper-flare']","['fuego-ironworks-area', 'burned-tower-b1f', 'mt-silver-1f', 'pokemon-mansion-3f', 'pokemon-mansion-b1f', 'mt-ember-area', 'johto-safari-zone-zone-peak', 'wela-volcano-park-area']","['rawst-berry', 'magmarizer']",50.0,red,45,magby,False,False,False,65,95,57,100,85,93
